id,category,formula,config,outcome,n_valid_assignments,n_vars,n_clauses,n_qubits,n_ancillas,mcx_count,depth,build_time,n_attempts,total_sim_time,total_iterations,wall_time
rand_gen(1),random,"((V2 ^ (V6 || (V5 ^ V10))) -> (((V5 && V5) ^ V2) && (V2 && (V7 || V2))))",pure_literal,error,0,,,,,,,,0,,,17.050
rand_gen(1),random,"((V2 ^ (V6 || (V5 ^ V10))) -> (((V5 && V5) ^ V2) && (V2 && (V7 || V2))))",tautology+unit_propagation,sat,3,5,8,14,9,15,25,0.1407229800006462,1,0.1519754479995754,1,16.353
rand_gen(1),random,"((V2 ^ (V6 || (V5 ^ V10))) -> (((V5 && V5) ^ V2) && (V2 && (V7 || V2))))",tautology+pure_literal,sat,7,5,6,12,7,9,19,0.12030245499954617,1,0.1265173159990809,1,14.098
rand_gen(1),random,"((V2 ^ (V6 || (V5 ^ V10))) -> (((V5 && V5) ^ V2) && (V2 && (V7 || V2))))",unit_propagation+pure_literal,error,0,,,,,,,,0,,,15.512
rand_gen(1),random,"((V2 ^ (V6 || (V5 ^ V10))) -> (((V5 && V5) ^ V2) && (V2 && (V7 || V2))))",full,sat,8,5,6,12,7,9,19,0.2324808609992033,1,0.21157723299984355,1,14.796
rand_gen(0),random,"(((V3 -> ((V4 && V6) -> (V4 ^ V1))) -> (V3 -> !(V3 && V4))) -> ((!(V1 && V6) -> ((V1 ^ V5) ^ !V1)) || !!(V5 -> V1)))",none,error,0,,,,,,,,0,,,359.557
rand_gen(0),random,"(((V3 -> ((V4 && V6) -> (V4 ^ V1))) -> (V3 -> !(V3 && V4))) -> ((!(V1 && V6) -> ((V1 ^ V5) ^ !V1)) || !!(V5 -> V1)))",tautology,sat,1,5,4,10,5,9,13,0.14378557199961506,1,0.14573833200120134,1,380.542
rand_gen(0),random,"(((V3 -> ((V4 && V6) -> (V4 ^ V1))) -> (V3 -> !(V3 && V4))) -> ((!(V1 && V6) -> ((V1 ^ V5) ^ !V1)) || !!(V5 -> V1)))",unit_propagation,error,0,,,,,,,,0,,,390.011
rand_gen(0),random,"(((V3 -> ((V4 && V6) -> (V4 ^ V1))) -> (V3 -> !(V3 && V4))) -> ((!(V1 && V6) -> ((V1 ^ V5) ^ !V1)) || !!(V5 -> V1)))",pure_literal,error,0,,,,,,,,0,,,379.357
rand_gen(0),random,"(((V3 -> ((V4 && V6) -> (V4 ^ V1))) -> (V3 -> !(V3 && V4))) -> ((!(V1 && V6) -> ((V1 ^ V5) ^ !V1)) || !!(V5 -> V1)))",tautology+unit_propagation,sat,1,5,4,10,5,9,13,0.18749383999966085,1,0.22610682000231463,1,381.269
rand_gen(0),random,"(((V3 -> ((V4 && V6) -> (V4 ^ V1))) -> (V3 -> !(V3 && V4))) -> ((!(V1 && V6) -> ((V1 ^ V5) ^ !V1)) || !!(V5 -> V1)))",tautology+pure_literal,sat,1,5,5,11,6,1,7,0.14196085300136474,1,0.1541619419986091,1,391.138
rand_gen(0),random,"(((V3 -> ((V4 && V6) -> (V4 ^ V1))) -> (V3 -> !(V3 && V4))) -> ((!(V1 && V6) -> ((V1 ^ V5) ^ !V1)) || !!(V5 -> V1)))",unit_propagation+pure_literal,error,0,,,,,,,,0,,,420.723
rand_gen(0),random,"(((V3 -> ((V4 && V6) -> (V4 ^ V1))) -> (V3 -> !(V3 && V4))) -> ((!(V1 && V6) -> ((V1 ^ V5) ^ !V1)) || !!(V5 -> V1)))",full,sat,1,5,5,11,6,1,7,0.15755781100233435,1,0.14832167100030347,1,405.081
